0.0100488,0,0,-180
0.0200496,-3.61747e-11,-0.0100771,-180
0.0300505,-7.20782e-11,-0.0200786,-180
0.0400518,-1.07977e-10,-0.0300789,-180
0.0500531,-1.43878e-10,-0.0400797,-180
0.0600549,-1.79779e-10,-0.0500807,-180
0.0700566,-2.15682e-10,-0.0600819,-180
0.0800566,-2.51583e-10,-0.0700828,-180
0.0900575,-2.87481e-10,-0.080083,-180
0.100058,-3.23384e-10,-0.0900842,-180
0.11006,-3.59283e-10,-0.100084,-180
0.120061,-3.95181e-10,-0.110085,-180
0.130062,-4.3108e-10,-0.120085,-180
0.140062,-4.66981e-10,-0.130086,-180
0.150062,-5.0288e-10,-0.140086,-180
0.160063,-5.38782e-10,-0.150087,-180
0.170063,-5.74682e-10,-0.160088,-180
0.180065,-6.10587e-10,-0.17009,-180
0.190065,-6.46485e-10,-0.18009,-180
0.200067,-6.82385e-10,-0.19009,-180
0.210067,-7.18287e-10,-0.200091,-180
0.220069,-7.54185e-10,-0.210092,-180
0.23007,-7.90086e-10,-0.220092,-180
0.240071,-8.2599e-10,-0.230094,-180
0.250072,-8.61891e-10,-0.240095,-180
0.260073,-8.97793e-10,-0.250096,-180
0.270074,-9.33695e-10,-0.260097,-180
0.280076,-9.69594e-10,-0.270097,-180
0.290079,-1.0055e-09,-0.280099,-180
0.300079,-1.0414e-09,-0.290101,-180
0.310079,-1.0773e-09,-0.300102,-180
0.32008,-1.1132e-09,-0.310103,-180
0.330081,-1.1491e-09,-0.320103,-180
0.340082,-1.18501e-09,-0.330104,-180
0.350083,-1.2209e-09,-0.340104,-180
0.360084,-1.25681e-09,-0.350105,-180
0.370085,-1.29271e-09,-0.360107,-180
0.380086,-1.32861e-09,-0.370107,-180
0.390087,-1.36451e-09,-0.380108,-180
0.400087,-1.40041e-09,-0.390108,-180
0.410088,-1.43631e-09,-0.400109,-180
0.42009,-1.47221e-09,-0.41011,-180
0.43009,-1.50811e-09,-0.420112,-180
0.440091,-1.54402e-09,-0.430113,-180
0.450093,-1.57992e-09,-0.440114,-180
0.460094,-1.61582e-09,-0.450114,-180
0.470095,-1.65172e-09,-0.460116,-180
0.480096,-1.68762e-09,-0.470117,-180
0.490097,-1.72352e-09,-0.480117,-180
0.500099,-1.75942e-09,-0.490117,-180
0.5101,-1.79532e-09,-0.500119,-180
0.520102,-1.83122e-09,-0.51012,-180
0.530103,-1.86713e-09,-0.52012,-180
0.540103,-1.90303e-09,-0.530121,-180
0.550105,-1.93893e-09,-0.540122,-180
0.560107,-1.97483e-09,-0.550123,-180
0.570108,-2.01073e-09,-0.560123,-180
0.580109,-2.04663e-09,-0.570124,-180
0.590111,-2.08253e-09,-0.580126,-180
0.600112,-2.11844e-09,-0.590127,-180
0.610113,-2.15434e-09,-0.600129,-180
0.620114,-2.19024e-09,-0.610129,-180
0.630115,-2.22614e-09,-0.620131,-180
0.640116,-2.26204e-09,-0.630131,-180
0.650117,-2.29794e-09,-0.640132,-180
0.660118,-2.33384e-09,-0.650133,-180
0.67012,-2.36974e-09,-0.660133,-180
