0.100067,-77.872305002,40.793065,0
0.200075667,-77.872303911,40.793065,0
0.300082584,-77.8723028202,40.793065,0
0.400090375,-77.8723017295,40.793065,0
0.500103125,-77.8723006388,40.793065,0
0.60011475,-77.8722995481,40.793065,0
0.700125584,-77.8722984574,40.793065,0
0.800137917,-77.8722973668,40.793065,0
0.900147584,-77.8722962758,40.793065,0
1.000159667,-77.8722951852,40.793065,0
1.100170542,-77.8722940944,40.793065,89.9236500368
1.200180709,-77.8722930038,40.793065,89.9236500368
1.300194334,-77.8722919131,40.793065,89.9236500368
1.400198751,-77.8722908224,40.793065,89.9236500368
1.500212209,-77.8722897317,40.793065,89.9236500368
1.600218417,-77.872288641,40.793065,89.9236500368
1.700221876,-77.8722875504,40.793065,89.9236500368
1.800235084,-77.8722864596,40.793065,89.9236500368
1.900236876,-77.8722853689,40.793065,89.9236500368
2.000240501,-77.872284278,40.793065,89.9236500368
2.100251584,-77.8722831864,40.793065,90.7412823049
2.200264501,-77.8722820958,40.793065,90.7412823049
2.300269292,-77.872281005,40.793065,90.7412823049
2.400273584,-77.8722799142,40.793065,90.7412823049
2.500276876,-77.8722788236,40.793065,90.7412823049
2.600286209,-77.8722777331,40.793065,90.7412823049
2.700290959,-77.8722766423,40.793065,90.7412823049
2.800294959,-77.8722755515,40.793065,90.7412823049
2.900297126,-77.8722744607,40.793065,90.7412823049
3.000310167,-77.8722733698,40.793065,90.7412823049
3.100314626,-77.8722722791,40.793065,90.5093622594
3.200317501,-77.8722711884,40.793065,90.5093622594
3.300330126,-77.8722700975,40.793065,90.5093622594
3.400334209,-77.8722690068,40.793065,90.5093622594
3.500345667,-77.8722679161,40.793065,90.5093622594
3.600349792,-77.8722668254,40.793065,90.5093622594
3.700356084,-77.8722657346,40.793065,90.5093622594
3.800368917,-77.872264644,40.793065,90.5093622594
3.900374167,-77.8722635531,40.793065,90.5093622594
4.000385376,-77.8722624623,40.793065,90.5093622594
4.100392917,-77.8722613717,40.793065,83.0373025898
4.200398626,-77.8722602811,40.793065,83.0373025898
4.300403043,-77.8722591904,40.793065,83.0373025898
4.400411501,-77.8722580996,40.793065,83.0373025898
4.500422709,-77.8722570091,40.793065,83.0373025898
4.600426459,-77.8722559184,40.793065,83.0373025898
4.700434001,-77.8722548277,40.793065,83.0373025898
4.800442751,-77.872253737,40.793065,83.0373025898
4.900450418,-77.8722526462,40.793065,83.0373025898
5.000452418,-77.8722515554,40.793065,83.0373025898
5.100456751,-77.8722504647,40.793065,89.1512307463
5.200461209,-77.8722493741,40.793065,89.1512307463
5.300464501,-77.8722482833,40.793065,89.1512307463
5.400468376,-77.8722471925,40.793065,89.1512307463
